#,Time,Latitude,Longitude,Lap Lenght,Garmin Lap Lenght,Distance,Garmin Distance,Garmin Lap Delta,Garmin Total Delta
1,1363923248,45.659947,9.263031,0.002782,0.001560,0.002782,0.001560,-43.919565,-43.919565
2,1363923250,45.659872,9.263073,0.008997,0.008770,0.011779,0.010330,-2.523798,-12.299964
3,1363923254,45.659778,9.263176,0.013129,0.013210,0.024908,0.023540,0.613575,-5.493075
4,1363923255,45.659759,9.263213,0.003562,0.003530,0.028470,0.027070,-0.896505,-4.917993
5,1363923260,45.659661,9.263356,0.015592,0.015600,0.044063,0.042670,0.048438,-3.160521
6,1363923266,45.659553,9.263484,0.015573,0.015590,0.059636,0.058260,0.107078,-2.307220
7,1363923271,45.659484,9.263665,0.015969,0.016830,0.075605,0.075090,5.390597,-0.681302
8,1363923272,45.659496,9.263697,0.002815,0.002820,0.078420,0.077910,0.166022,-0.650883
9,1363923275,45.659557,9.263776,0.009192,0.009170,0.087613,0.087080,-0.242820,-0.608069
10,1363923280,45.659618,9.263927,0.013513,0.013660,0.101126,0.100740,1.086451,-0.381635
11,1363923285,45.659707,9.264051,0.013827,0.014110,0.114953,0.114850,2.049385,-0.089228
12,1363923291,45.659818,9.264211,0.017539,0.017570,0.132492,0.132420,0.176053,-0.054111
13,1363923298,45.659929,9.264390,0.018558,0.018630,0.151049,0.151050,0.389299,0.000366
14,1363923305,45.660036,9.264591,0.019669,0.019710,0.170718,0.170760,0.210745,0.024604
15,1363923310,45.660127,9.264765,0.016851,0.017010,0.187569,0.187770,0.945867,0.107367
16,1363923314,45.660183,9.264888,0.011466,0.011640,0.199034,0.199410,1.521285,0.188818
17,1363923315,45.660199,9.264921,0.003134,0.003140,0.202168,0.202550,0.185161,0.188761
18,1363923319,45.660225,9.265081,0.012756,0.012870,0.214924,0.215420,0.893170,0.230569
19,1363923321,45.660212,9.265173,0.007263,0.007230,0.222188,0.222650,-0.456104,0.208122
20,1363923323,45.660174,9.265241,0.006727,0.006730,0.228915,0.229380,0.042062,0.203242
21,1363923328,45.660065,9.265348,0.014770,0.014760,0.243685,0.244140,-0.070996,0.186619
22,1363923332,45.659991,9.265422,0.010039,0.010000,0.253724,0.254140,-0.388012,0.163883
23,1363923336,45.659915,9.265504,0.010508,0.010530,0.264232,0.264670,0.212870,0.165831
24,1363923343,45.659757,9.265666,0.021582,0.021640,0.285814,0.286310,0.266386,0.173424
25,1363923348,45.659647,9.265796,0.015923,0.015910,0.301738,0.302220,-0.084711,0.159802
26,1363923352,45.659578,9.265881,0.010130,0.010140,0.311867,0.312360,0.103155,0.157962
27,1363923356,45.659516,9.265980,0.010263,0.010250,0.322130,0.322610,-0.128029,0.148850
28,1363923360,45.659428,9.266089,0.012983,0.013020,0.335113,0.335630,0.285149,0.154131
29,1363923366,45.659320,9.266240,0.016828,0.016860,0.351942,0.352490,0.189417,0.155818
30,1363923372,45.659213,9.266398,0.017058,0.017090,0.369000,0.369580,0.187748,0.157294
31,1363923378,45.659082,9.266545,0.018507,0.018580,0.387507,0.388160,0.392465,0.168526
32,1363923381,45.659014,9.266613,0.009248,0.009240,0.396754,0.397400,-0.081378,0.162701
33,1363923382,45.659003,9.266628,0.001679,0.001670,0.398433,0.399070,-0.535811,0.159758
34,1363923386,45.658920,9.266694,0.010510,0.010640,0.408944,0.409710,1.234665,0.187384
35,1363923391,45.658794,9.266845,0.018310,0.018460,0.427254,0.428170,0.818474,0.214429
36,1363923398,45.658676,9.267072,0.022050,0.022010,0.449304,0.450180,-0.180789,0.195034
37,1363923403,45.658581,9.267223,0.015684,0.015710,0.464987,0.465890,0.167525,0.194106
38,1363923409,45.658476,9.267394,0.017753,0.017780,0.482740,0.483670,0.151779,0.192549
39,1363923415,45.658376,9.267546,0.016242,0.016280,0.498983,0.499950,0.233878,0.193895
40,1363923420,45.658329,9.267737,0.015701,0.015910,0.514683,0.515860,1.332010,0.228614
41,1363923424,45.658384,9.267865,0.011737,0.011830,0.526420,0.527690,0.791653,0.241167
42,1363923426,45.658435,9.267885,0.005876,0.005900,0.532296,0.533590,0.408635,0.243016
43,1363923428,45.658483,9.267857,0.005826,0.005940,0.538122,0.539530,1.961065,0.261616
44,1363923430,45.658519,9.267797,0.006155,0.006140,0.544277,0.545670,-0.241424,0.255927
45,1363923433,45.658586,9.267721,0.009529,0.009550,0.553806,0.555220,0.222837,0.255358
46,1363923440,45.658734,9.267552,0.021075,0.021110,0.574881,0.576330,0.166389,0.252096
47,1363923445,45.658839,9.267427,0.015121,0.015180,0.590002,0.591510,0.390511,0.255644
48,1363923451,45.658952,9.267269,0.017568,0.017610,0.607570,0.609120,0.236608,0.255093
49,1363923456,45.659059,9.267134,0.015893,0.015940,0.623463,0.625060,0.294195,0.256090
50,1363923462,45.659196,9.267005,0.018252,0.018190,0.641716,0.643250,-0.341796,0.239084
51,1363923467,45.659327,9.266930,0.015687,0.015930,0.657403,0.659180,1.548204,0.270323
52,1363923472,45.659440,9.266895,0.012867,0.012450,0.670270,0.671630,-3.240348,0.202930
53,1363923476,45.659521,9.266939,0.009561,0.009570,0.679831,0.681200,0.090579,0.201349
54,1363923477,45.659542,9.266950,0.002450,0.002450,0.682281,0.683650,-0.000045,0.200626
55,1363923478,45.659561,9.266956,0.002223,0.002110,0.684504,0.685760,-5.079284,0.183480
56,1363923480,45.659607,9.266970,0.005198,0.005160,0.689702,0.690920,-0.739496,0.176523
57,1363923481,45.659630,9.266960,0.002707,0.002700,0.692409,0.693620,-0.251221,0.174851
58,1363923482,45.659656,9.266952,0.002966,0.002960,0.695375,0.696580,-0.187343,0.173307
59,1363923486,45.659782,9.266885,0.014965,0.014600,0.710340,0.711180,-2.439197,0.118268
60,1363923487,45.659816,9.266866,0.004051,0.004040,0.714391,0.715220,-0.278047,0.116021
61,1363923488,45.659848,9.266854,0.003694,0.003690,0.718085,0.718910,-0.111740,0.114849
62,1363923489,45.659879,9.266832,0.003785,0.003780,0.721870,0.722690,-0.121259,0.113611
63,1363923490,45.659904,9.266801,0.003712,0.003660,0.725582,0.726350,-1.409561,0.105818
64,1363923491,45.659938,9.266771,0.004411,0.004400,0.729993,0.730750,-0.250442,0.103665
65,1363923492,45.659964,9.266743,0.003655,0.003620,0.733648,0.734370,-0.956821,0.098382
66,1363923493,45.659987,9.266723,0.002985,0.002950,0.736633,0.737320,-1.162793,0.093272
67,1363923494,45.660008,9.266716,0.002447,0.002370,0.739080,0.739690,-3.136542,0.082580
68,1363923495,45.660027,9.266714,0.002052,0.001920,0.741132,0.741610,-6.428203,0.064554
69,1363923496,45.660049,9.266729,0.002747,0.002760,0.743879,0.744370,0.467916,0.066044
70,1363923499,45.660081,9.266810,0.007234,0.007180,0.751113,0.751550,-0.744989,0.058233
71,1363923501,45.660107,9.266879,0.006135,0.006080,0.757247,0.757630,-0.892836,0.050528
72,1363923503,45.660136,9.266946,0.006057,0.006040,0.763305,0.763670,-0.287452,0.047845
73,1363923505,45.660151,9.267008,0.005128,0.005140,0.768433,0.768810,0.229015,0.049054
74,1363923509,45.660197,9.267139,0.011422,0.011440,0.779855,0.780250,0.160566,0.050688
75,1363923513,45.660235,9.267280,0.011682,0.011720,0.791536,0.791970,0.328693,0.054790
76,1363923515,45.660260,9.267352,0.006296,0.006310,0.797832,0.798280,0.221894,0.056109
77,1363923518,45.660260,9.267438,0.006668,0.007780,0.804501,0.806060,16.673898,0.193846
78,1363923519,45.660234,9.267457,0.003279,0.003200,0.807779,0.809260,-2.400186,0.183317
79,1363923522,45.660162,9.267493,0.008520,0.008490,0.816299,0.817750,-0.350573,0.177745
80,1363923525,45.660094,9.267563,0.009216,0.009180,0.825515,0.826930,-0.387460,0.171435
81,1363923529,45.660005,9.267586,0.010100,0.009970,0.835615,0.836900,-1.289257,0.153780
82,1363923534,45.659865,9.267670,0.016913,0.016880,0.852528,0.853780,-0.193409,0.146892
83,1363923537,45.659821,9.267741,0.007322,0.007930,0.859849,0.861710,8.308265,0.216387
84,1363923538,45.659821,9.267777,0.002829,0.002830,0.862678,0.864540,0.031673,0.215781
85,1363923542,45.659840,9.267959,0.014241,0.014440,0.876920,0.878980,1.394581,0.234925
86,1363923544,45.659838,9.268031,0.005663,0.005920,0.882583,0.884900,4.538805,0.262540
87,1363923546,45.659805,9.268077,0.005110,0.005170,0.887692,0.890070,1.181925,0.267832
88,1363923550,45.659708,9.268152,0.012300,0.012320,0.899993,0.902390,0.158744,0.266342
89,1363923555,45.659569,9.268226,0.016457,0.016520,0.916450,0.918910,0.380215,0.268386
90,1363923556,45.659548,9.268248,0.002863,0.002850,0.919313,0.921760,-0.440526,0.266179
91,1363923560,45.659460,9.268326,0.011581,0.011580,0.930894,0.933340,-0.010788,0.262733
92,1363923565,45.659354,9.268419,0.013830,0.013850,0.944725,0.947190,0.141570,0.260959
93,1363923570,45.659248,9.268535,0.014832,0.014900,0.959556,0.962090,0.461787,0.264064
94,1363923575,45.659134,9.268653,0.015646,0.015700,0.975202,0.977790,0.346337,0.265384
95,1363923581,45.659009,9.268787,0.017304,0.017360,0.992506,0.995150,0.323918,0.266404
96,1363923583,45.658973,9.268838,0.005680,0.005710,0.998186,1.000860,0.535208,0.267934
97,1363923583,45.658973,9.268838,0.000000,0.000000,0.998186,1.000860,0.000000,0.267934
98,1363923586,45.658947,9.268948,0.008991,0.009090,1.007177,1.009950,1.099724,0.275359
99,1363923587,45.658954,9.268987,0.003166,0.003160,1.010343,1.013110,-0.205864,0.273851
100,1363923592,45.659007,9.269174,0.015662,0.015710,1.026005,1.028820,0.308327,0.274377
101,1363923595,45.659060,9.269275,0.009840,0.009940,1.035845,1.038760,1.012587,0.281390
102,1363923597,45.659101,9.269344,0.007056,0.007050,1.042902,1.045810,-0.088380,0.278888
103,1363923603,45.659200,9.269554,0.019648,0.019670,1.062550,1.065480,0.109625,0.275758
104,1363923608,45.659306,9.269758,0.019783,0.019820,1.082332,1.085300,0.189645,0.274184
105,1363923613,45.659395,9.269963,0.018788,0.018860,1.101120,1.104160,0.385062,0.276076
106,1363923619,45.659500,9.270213,0.022628,0.022750,1.123748,1.126910,0.537832,0.281347
107,1363923623,45.659521,9.270372,0.012570,0.012680,1.136318,1.139590,0.874176,0.287905
108,1363923627,45.659440,9.270489,0.012827,0.014000,1.149145,1.153590,9.147408,0.386794
109,1363923632,45.659299,9.270566,0.016796,0.016760,1.165942,1.170350,-0.216608,0.378102
110,1363923638,45.659138,9.270687,0.020209,0.020260,1.186151,1.190610,0.251414,0.375943
111,1363923643,45.659012,9.270775,0.015611,0.015600,1.201761,1.206210,-0.068458,0.370170
112,1363923648,45.658888,9.270867,0.015498,0.015530,1.217259,1.221740,0.208024,0.368106
113,1363923655,45.658716,9.270978,0.020947,0.020910,1.238207,1.242650,-0.178625,0.358857
114,1363923662,45.658554,9.271083,0.019857,0.019750,1.258064,1.262400,-0.540797,0.344656
115,1363923667,45.658435,9.271180,0.015140,0.015110,1.273204,1.277510,-0.199371,0.338187
116,1363923672,45.658304,9.271273,0.016319,0.016330,1.289523,1.293840,0.068914,0.334780
117,1363923678,45.658149,9.271409,0.020175,0.020180,1.309698,1.314020,0.026224,0.330027
118,1363923683,45.658020,9.271496,0.015911,0.015950,1.325609,1.329970,0.242969,0.328982
119,1363923689,45.657863,9.271607,0.019496,0.019500,1.345104,1.349470,0.023014,0.324547
120,1363923694,45.657722,9.271720,0.017888,0.017880,1.362992,1.367350,-0.041908,0.319738
121,1363923699,45.657616,9.271910,0.018970,0.019330,1.381962,1.386680,1.897025,0.341389
122,1363923704,45.657496,9.272124,0.021332,0.021490,1.403294,1.408170,0.742112,0.347481
123,1363923705,45.657470,9.272159,0.003873,0.003870,1.407167,1.412040,-0.076034,0.346315
124,1363923711,45.657323,9.272357,0.022509,0.022570,1.429675,1.434610,0.272456,0.345152
125,1363923716,45.657195,9.272531,0.019574,0.019620,1.449249,1.454230,0.235125,0.343666
126,1363923722,45.657036,9.272732,0.023690,0.023720,1.472940,1.477950,0.125146,0.340151
127,1363923728,45.656883,9.272927,0.022715,0.022750,1.495655,1.500700,0.154705,0.337335
128,1363923733,45.656768,9.273075,0.017258,0.017280,1.512912,1.517980,0.128915,0.334958
129,1363923739,45.656621,9.273283,0.022949,0.022980,1.535862,1.540960,0.133539,0.331948
130,1363923740,45.656599,9.273315,0.003531,0.003540,1.539393,1.544500,0.260173,0.331783
131,1363923745,45.656497,9.273475,0.016776,0.016820,1.556168,1.561320,0.264364,0.331057
132,1363923750,45.656400,9.273623,0.015812,0.015830,1.571980,1.577150,0.113633,0.328870
133,1363923756,45.656294,9.273775,0.016653,0.016690,1.588633,1.593840,0.224586,0.327776
134,1363923762,45.656182,9.273958,0.018892,0.018920,1.607524,1.612760,0.150415,0.325692
135,1363923768,45.656070,9.274123,0.017894,0.017950,1.625418,1.630710,0.314227,0.325566
136,1363923772,45.655983,9.274246,0.013580,0.013640,1.638998,1.644350,0.442980,0.326539
137,1363923777,45.655879,9.274392,0.016213,0.016230,1.655211,1.660580,0.107421,0.324392
138,1363923783,45.655759,9.274564,0.018923,0.018960,1.674134,1.679540,0.193597,0.322914
139,1363923789,45.655635,9.274744,0.019626,0.019670,1.693760,1.699210,0.224804,0.321777
140,1363923794,45.655512,9.274899,0.018196,0.018210,1.711956,1.717420,0.078239,0.319189
141,1363923799,45.655389,9.275022,0.016755,0.016780,1.728711,1.734200,0.148013,0.317530
142,1363923805,45.655240,9.275175,0.020380,0.020420,1.749091,1.754620,0.195338,0.316106
143,1363923811,45.655084,9.275308,0.020113,0.020120,1.769204,1.774740,0.037038,0.312933
144,1363923818,45.654911,9.275453,0.022369,0.022380,1.791572,1.797120,0.050963,0.309663
145,1363923824,45.654759,9.275579,0.019538,0.019540,1.811110,1.816660,0.012986,0.306462
146,1363923829,45.654641,9.275669,0.014819,0.014830,1.825929,1.831490,0.074340,0.304578
147,1363923836,45.654462,9.275808,0.022658,0.022680,1.848587,1.854170,0.097249,0.302037
148,1363923841,45.654318,9.275925,0.018474,0.018480,1.867061,1.872650,0.032306,0.299368
149,1363923847,45.654149,9.276051,0.021140,0.021150,1.888200,1.893800,0.049619,0.296572
150,1363923853,45.654012,9.276160,0.017408,0.017430,1.905608,1.911230,0.127317,0.295026
151,1363923859,45.653873,9.276268,0.017608,0.017630,1.923216,1.928860,0.122364,0.293445
152,1363923864,45.653752,9.276360,0.015287,0.015300,1.938504,1.944160,0.082897,0.291785
153,1363923869,45.653613,9.276472,0.017706,0.017720,1.956210,1.961880,0.078470,0.289854
154,1363923870,45.653582,9.276493,0.003764,0.003760,1.959974,1.965640,-0.104967,0.289096
155,1363923876,45.653418,9.276618,0.020716,0.020720,1.980690,1.986360,0.016837,0.286248
156,1363923880,45.653326,9.276678,0.011207,0.011230,1.991897,1.997590,0.205278,0.285792
157,1363923881,45.653299,9.276709,0.003863,0.003860,1.995760,2.001450,-0.080714,0.285083
158,1363923881,45.653299,9.276709,0.000000,0.000000,1.995760,2.001450,0.000000,0.285083
159,1363923884,45.653224,9.276762,0.009335,0.009380,2.005095,2.010830,0.483060,0.286005
160,1363923889,45.653081,9.276880,0.018374,0.018380,2.023469,2.029210,0.034656,0.283722
161,1363923895,45.652913,9.276984,0.020334,0.020320,2.043803,2.049530,-0.069792,0.280205
162,1363923900,45.652785,9.277068,0.015689,0.015730,2.059492,2.065260,0.261605,0.280064
163,1363923905,45.652635,9.277195,0.019309,0.019320,2.078801,2.084580,0.058143,0.278002
164,1363923910,45.652481,9.277314,0.019515,0.019560,2.098316,2.104140,0.229727,0.277553
165,1363923915,45.652336,9.277410,0.017736,0.017740,2.116052,2.121880,0.023018,0.275420
166,1363923921,45.652162,9.277549,0.022156,0.022120,2.138208,2.144000,-0.161186,0.270896
167,1363923926,45.652016,9.277672,0.018811,0.018830,2.157018,2.162830,0.103396,0.269435
168,1363923931,45.651874,9.277773,0.017641,0.017670,2.174659,2.180500,0.166755,0.268602
169,1363923937,45.651696,9.277886,0.021699,0.021760,2.196357,2.202260,0.283353,0.268748
170,1363923942,45.651535,9.277979,0.019337,0.019310,2.215695,2.221570,-0.141589,0.265167
171,1363923946,45.651403,9.278090,0.016993,0.017010,2.232687,2.238580,0.103011,0.263933
172,1363923951,45.651246,9.278242,0.021034,0.021010,2.253721,2.259590,-0.112485,0.260419
173,1363923952,45.651216,9.278258,0.003618,0.003600,2.257339,2.263190,-0.492223,0.259213
174,1363923957,45.651074,9.278393,0.018903,0.018930,2.276242,2.282120,0.144149,0.258258
175,1363923962,45.650925,9.278516,0.019162,0.019160,2.295403,2.301280,-0.008851,0.256028
176,1363923966,45.650814,9.278646,0.015900,0.015910,2.311303,2.317190,0.064221,0.254709
177,1363923967,45.650789,9.278680,0.003857,0.003860,2.315160,2.321050,0.077932,0.254414
178,1363923971,45.650697,9.278784,0.013039,0.013050,2.328199,2.334100,0.082483,0.253451
179,1363923976,45.650562,9.278935,0.019017,0.019040,2.347216,2.353140,0.120459,0.252374
180,1363923982,45.650395,9.279109,0.022996,0.023020,2.370212,2.376160,0.106525,0.250959
181,1363923987,45.650249,9.279269,0.020468,0.020480,2.390680,2.396640,0.057093,0.249299
182,1363923988,45.650221,9.279303,0.004067,0.004080,2.394747,2.400720,0.323014,0.249424
183,1363923990,45.650184,9.279368,0.006545,0.006680,2.401292,2.407400,2.063213,0.254368
184,1363923992,45.650187,9.279449,0.006327,0.006310,2.407619,2.413710,-0.268790,0.252993
185,1363923996,45.650234,9.279582,0.011559,0.011490,2.419178,2.425200,-0.599820,0.248918
186,1363923997,45.650229,9.279603,0.001773,0.001780,2.420951,2.426980,0.381662,0.249015
187,1363923999,45.650190,9.279640,0.005186,0.005190,2.426137,2.432170,0.080979,0.248656
188,1363924004,45.650061,9.279750,0.016690,0.016770,2.442827,2.448940,0.481937,0.250250
189,1363924010,45.649924,9.279861,0.017596,0.017610,2.460423,2.466550,0.078571,0.249022
190,1363924016,45.649778,9.279979,0.018565,0.018560,2.478988,2.485110,-0.028235,0.246946
191,1363924023,45.649616,9.280140,0.021942,0.021970,2.500931,2.507080,0.125379,0.245879
192,1363924028,45.649506,9.280238,0.014414,0.014400,2.515344,2.521480,-0.095537,0.243923
193,1363924034,45.649358,9.280373,0.019567,0.019540,2.534911,2.541020,-0.136825,0.240984
194,1363924039,45.649217,9.280463,0.017141,0.017230,2.552052,2.558250,0.518162,0.242845
195,1363924041,45.649180,9.280506,0.005291,0.005390,2.557343,2.563640,1.868761,0.246209
196,1363924043,45.649155,9.280576,0.006158,0.006200,2.563502,2.569840,0.683213,0.247259
197,1363924049,45.649064,9.280814,0.021040,0.021200,2.584542,2.591040,0.759412,0.251428
198,1363924054,45.649012,9.281028,0.017618,0.017700,2.602160,2.608740,0.463947,0.252867
199,1363924060,45.648970,9.281228,0.016209,0.016280,2.618369,2.625020,0.437046,0.254007
200,1363924065,45.648936,9.281418,0.015314,0.015400,2.633683,2.640420,0.563238,0.255805
201,1363924070,45.648885,9.281611,0.016020,0.016090,2.649703,2.656510,0.435596,0.256892
202,1363924075,45.648817,9.281768,0.014252,0.014380,2.663955,2.670890,0.899366,0.260330
203,1363924079,45.648803,9.281956,0.014733,0.014830,2.678688,2.685720,0.658459,0.262519
204,1363924083,45.648795,9.282137,0.014064,0.014110,2.692752,2.699830,0.325255,0.262847
205,1363924087,45.648837,9.282240,0.009329,0.009730,2.702082,2.709560,4.294181,0.276766
206,1363924093,45.648957,9.282310,0.014398,0.014400,2.716480,2.723960,0.010133,0.275352
207,1363924100,45.649121,9.282343,0.018327,0.018250,2.734807,2.742210,-0.422364,0.270677
208,1363924105,45.649246,9.282346,0.013968,0.013710,2.748776,2.755920,-1.849450,0.259903
209,1363924110,45.649383,9.282372,0.015387,0.015390,2.764163,2.771310,0.019142,0.258563
210,1363924116,45.649509,9.282417,0.014451,0.014440,2.778614,2.785750,-0.079205,0.256806
211,1363924121,45.649645,9.282418,0.015078,0.015080,2.793693,2.800830,0.012493,0.255487
212,1363924128,45.649823,9.282414,0.019839,0.019760,2.813532,2.820590,-0.398359,0.250877
213,1363924133,45.649931,9.282423,0.012027,0.011960,2.825558,2.832550,-0.555659,0.247444
214,1363924138,45.650034,9.282411,0.011491,0.011420,2.837049,2.843970,-0.618530,0.243937
215,1363924145,45.650214,9.282421,0.019974,0.019960,2.857023,2.863930,-0.068912,0.241749
216,1363924150,45.650319,9.282421,0.011653,0.011810,2.868676,2.875740,1.345787,0.246234
217,1363924156,45.650426,9.282453,0.012196,0.012150,2.880872,2.887890,-0.375683,0.243601
218,1363924162,45.650542,9.282498,0.013338,0.013350,2.894210,2.901240,0.087663,0.242883
219,1363924164,45.650581,9.282503,0.004396,0.004500,2.898607,2.905740,2.359140,0.246092
220,1363924167,45.650653,9.282519,0.008099,0.008100,2.906705,2.913840,0.019633,0.245462
221,1363924173,45.650787,9.282531,0.014908,0.014920,2.921613,2.928760,0.079489,0.244615
222,1363924178,45.650904,9.282539,0.013024,0.013080,2.934637,2.941840,0.431148,0.245442
223,1363924183,45.651005,9.282556,0.011281,0.011370,2.945918,2.953210,0.791497,0.247533
224,1363924187,45.651075,9.282552,0.007836,0.007740,2.953754,2.960950,-1.228820,0.243617
225,1363924188,45.651096,9.282556,0.002332,0.002320,2.956086,2.963270,-0.496220,0.243033
226,1363924194,45.651221,9.282597,0.014292,0.014370,2.970378,2.977640,0.543579,0.244479
227,1363924196,45.651252,9.282595,0.003486,0.003580,2.973864,2.981220,2.690975,0.247347
228,1363924198,45.651300,9.282594,0.005249,0.005290,2.979113,2.986510,0.786284,0.248297
229,1363924204,45.651427,9.282663,0.015132,0.015220,2.994245,3.001730,0.584121,0.249994
